,term,pBS,meanStat,meanVar,N,adjPbs,sig
14,REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA,0.75,-0.33037644751540673,-0.33037644751540673,4,1.0,False
15,REACTOME_FORMATION_OF_APOPTOSOME,0.9130434782608695,-0.207899805800741,-0.207899805800741,7,1.0,False
16,REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,0.65625,-0.310403992485243,-0.310403992485243,3,1.0,False
17,REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,0.875,-0.207899805800741,-0.207899805800741,7,1.0,False
18,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.5526315789473685,0.03245135759634514,-0.45390176166766977,20,1.0,False
19,REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE,1.0,1.0,1.0,1.0,1.0,False
20,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,0.9545454545454546,-0.23768093295473655,-0.23768093295473655,9,1.0,False
21,REACTOME_OPIOID_SIGNALLING,0.5675675675675675,0.11113404790440959,-0.4377609292598188,37,1.0,False
22,REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.05,0.6893375031212994,-0.8206897778891822,7,1.0,False
23,REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,1.0,-0.04917867678769058,-0.10159426203397559,4,1.0,False
24,REACTOME_CAM_PDE_1_ACTIVATION,0.9545454545454546,-0.15696431329022084,-0.20937989853650582,4,1.0,False
25,REACTOME_CA_DEPENDENT_EVENTS,0.3181818181818182,0.27046666533660807,-0.5411013196588862,14,1.0,False
26,REACTOME_G_PROTEIN_MEDIATED_EVENTS,0.14,0.21545097598654775,-0.564341280558253,21,1.0,False
27,REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS,1.0,1.0,1.0,1.0,1.0,False
28,REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING,0.0,1.6842411838073006,-2.0336314268198596,4,0.0,True
29,REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0.7241379310344828,-0.05782067778826829,-0.378443134625244,12,1.0,False
30,REACTOME_NEUROTRANSMITTER_CLEARANCE,1.0,1.0,1.0,1.0,1.0,False
31,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,0.03,0.26393612549717554,-0.6513038776364386,38,0.9999999999999998,False
32,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,0.01,0.2900081366033973,-0.6664366722448276,58,0.99999482130114,False
33,REACTOME_NEURONAL_SYSTEM,0.01,0.2167695929852209,-0.638403174233672,71,0.99999482130114,False
34,REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,1.0,-0.16441239577497527,-0.2039066698257391,44,1.0,False
35,REACTOME_IRS_MEDIATED_SIGNALLING,0.525,0.0052191214892936474,-0.4433261085992743,16,1.0,False
36,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0.39622641509433965,-0.20450510633902794,-0.4831512042891532,16,1.0,False
37,REACTOME_MAPK1_ERK2_ACTIVATION,0.9545454545454546,0.10597725566675675,-0.1305699049336673,5,1.0,False
38,REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,1.0,-0.22727172454778918,-0.22727172454778918,25,1.0,False
39,REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1,0.875,-0.1304456900422953,-0.17595846436076967,6,1.0,False
40,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,0.5526315789473685,-0.2390508673052649,-0.37649471604574564,16,1.0,False
41,REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,0.5,0.1576279418510098,-0.43563053526801854,14,1.0,False
42,REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,0.6363636363636364,0.021122181055849704,-0.4100465657067731,23,1.0,False
43,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.9130434782608695,-0.10593790652296789,-0.36339179468003163,67,1.0,False
44,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,1.0,-0.16405531674948495,-0.3402769922407624,56,1.0,False
45,REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,0.6176470588235294,0.1834393129557237,-0.38732500398934416,23,1.0,False
46,REACTOME_PROLACTIN_RECEPTOR_SIGNALING,0.75,0.05779138781355637,-0.24244210080932835,3,1.0,False
47,REACTOME_SIGNALING_BY_NODAL,0.7241379310344828,0.03787241580542052,-0.25473535815601045,4,1.0,False
48,REACTOME_FERTILIZATION,0.13,-0.3280087238064666,-0.7069730546767026,3,1.0,False
49,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,1.0,-0.12846415408698236,-0.235220947986972,21,1.0,False
50,REACTOME_SIGNALING_BY_ERBB2,0.7241379310344828,0.2129312804407878,-0.4039436579988265,28,1.0,False
51,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,1.0,1.0,1.0,1.0,1.0,False
52,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.9545454545454546,-0.19175604823228132,-0.3370087599690466,53,1.0,False
53,REACTOME_SIGNALING_BY_ERBB4,0.06,0.4434954987411216,-0.6157101597837812,21,1.0,False
54,REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,0.4375,-0.4614702978799689,-0.4614702978799689,6,1.0,False
55,REACTOME_ER_PHAGOSOME_PATHWAY,1.0,0.02576773993911667,-0.19852455084895385,15,1.0,False
56,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,1.0,-0.20695119678961424,-0.3158200788981859,62,1.0,False
57,REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,1.0,-0.011514109424702053,-0.21671466995285518,9,1.0,False
58,REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,0.9130434782608695,-0.27019472702199576,-0.3392090702303808,40,1.0,False
59,REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,1.0,1.0,1.0,1.0,1.0,False
60,REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,1.0,1.0,1.0,1.0,1.0,False
61,REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING,0.08,0.8984889405550964,-0.9309748962956214,6,1.0,False
62,REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,0.12,0.674683108419163,-0.8817967979880037,3,1.0,False
63,REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,0.09,0.5391007333536925,-0.7974307061392051,4,1.0,False
64,REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.8076923076923077,0.09293073987815481,-0.26371385674908115,6,1.0,False
65,REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,0.13,0.5693512707706629,-0.6864947983733783,8,1.0,False
66,REACTOME_INTERLEUKIN_7_SIGNALING,0.45652173913043476,0.20533888359105482,-0.4716738426127282,9,1.0,False
67,REACTOME_DEVELOPMENTAL_BIOLOGY,0.04,0.08511605415633186,-0.5521666450426301,156,1.0,False
68,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,1.0,-0.14762895101078696,-0.14762895101078696,5,1.0,False
69,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.84,0.03241363604154393,-0.42220818005145333,236,1.0,False
70,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,0.21649484536082475,0.10890114436548692,-0.48176781056209766,423,1.0,False
71,REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,0.9545454545454546,0.0764406201854761,-0.24634583461802004,14,1.0,False
72,REACTOME_ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS,0.06,0.22909900491561272,-0.6892307915391931,10,1.0,False
73,REACTOME_CA2_ACTIVATED_K_CHANNELS,1.0,1.0,1.0,1.0,1.0,False
74,REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,0.09,0.22909900491561272,-0.6892307915391931,10,1.0,False
75,REACTOME_POTASSIUM_CHANNELS,0.06,-0.06337632511160726,-0.7193261797221829,14,1.0,False
76,REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS,1.0,1.0,1.0,1.0,1.0,False
77,REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS,1.0,1.0,1.0,1.0,1.0,False
78,REACTOME_SPERM_MOTILITY_AND_TAXES,1.0,1.0,1.0,1.0,1.0,False
79,REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,1.0,1.0,1.0,1.0,1.0,False
80,REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,0.3387096774193548,0.3546804512335358,-0.5115615327658856,9,1.0,False
81,REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS,0.9545454545454546,-0.09966086195364668,-0.22905266720292825,10,1.0,False
82,REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.05,0.5604334646609357,-0.8224135655193834,6,1.0,False
83,REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,0.11,0.8031092429747696,-0.7097807073161336,3,1.0,False
84,REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,1.0,-0.06070115293548776,-0.1993431694717108,5,1.0,False
85,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,0.875,-0.07520838691018578,-0.3017596758126885,11,1.0,False
86,REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,1.0,1.0,1.0,1.0,1.0,False
87,REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.7777777777777778,-0.10722772214473025,-0.3209730297687517,4,1.0,False
88,REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.0,1.2835212506352462,-1.441980836518377,7,0.0,True
89,REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,0.0,0.7860916884649972,-1.1780435325940726,10,0.0,True
90,REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,0.9130434782608695,-0.01885989663947151,-0.29952195347844707,15,1.0,False
91,REACTOME_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES,0.9545454545454546,-0.10321463004700976,-0.34468493702360103,56,1.0,False
92,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,1.0,-0.031137131307389453,-0.20535280089644734,115,1.0,False
93,REACTOME_METABOLISM,0.9545454545454546,-0.015957066520983283,-0.4426991351353738,839,1.0,False
94,REACTOME_SIGNALING_BY_SCF_KIT,0.4117647058823529,0.4860984231248416,-0.5137798228778594,23,1.0,False
95,REACTOME_REGULATION_OF_KIT_SIGNALING,0.1,0.8018575495678286,-0.7570266873584152,9,1.0,False
96,REACTOME_COLLAGEN_DEGRADATION,0.01,0.15633950021397455,-0.9484145507678823,13,0.99999482130114,False
97,REACTOME_BETA_DEFENSINS,1.0,1.0,1.0,1.0,1.0,False
98,REACTOME_DEFENSINS,0.07,0.8111201357507682,-0.9525806768976983,3,1.0,False
99,REACTOME_ALPHA_DEFENSINS,1.0,1.0,1.0,1.0,1.0,False
100,REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,1.0,-0.1354925056072974,-0.1704362291048207,6,1.0,False
101,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.03,0.015894165665385245,-0.6843031798866577,33,0.9999999999999998,False
102,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.0,0.23042531999383362,-0.8931287627109625,82,0.0,True
103,REACTOME_COLLAGEN_FORMATION,0.0,0.136806835013065,-0.9219198043891341,20,0.0,True
104,REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,1.0,1.0,1.0,1.0,1.0,False
105,REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,0.35,0.297353821243771,-0.4820661965581124,7,1.0,False
106,REACTOME_ACYL_CHAIN_REMODELING_OF_CL,0.75,-0.19721890463268232,-0.19721890463268232,3,1.0,False
107,REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,0.22826086956521738,0.17092474045769337,-0.5916673892027663,6,1.0,False
108,REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,0.3442622950819672,0.009927196094726379,-0.47948919508211,6,1.0,False
109,REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,0.42857142857142855,0.23229582985177566,-0.4988521188977177,3,1.0,False
110,REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,0.44680851063829785,0.4544742689144716,-0.500890084736465,4,1.0,False
111,REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,0.3088235294117647,0.04820103220578836,-0.5655969251529123,3,1.0,False
112,REACTOME_HYDROLYSIS_OF_LPC,0.22105263157894736,0.45629039560071577,-0.5492876619162523,3,1.0,False
113,REACTOME_SYNTHESIS_OF_PA,0.45652173913043476,-0.010311429375498268,-0.4294202141756711,14,1.0,False
114,REACTOME_SYNTHESIS_OF_PC,0.5526315789473685,0.0900783367781072,-0.39831488448060903,13,1.0,False
115,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,0.8076923076923077,0.05183609867191435,-0.4098572229541541,51,1.0,False
116,REACTOME_SYNTHESIS_OF_PE,0.6363636363636364,0.07625918730411466,-0.2899189078225789,6,1.0,False
117,REACTOME_SYNTHESIS_OF_PI,0.875,0.08589685601237168,-0.179232549189753,3,1.0,False
118,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE,0.7777777777777778,-0.24596447653545542,-0.24596447653545542,5,1.0,False
119,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,0.6,0.19982087129063572,-0.41183997332493255,26,1.0,False
120,REACTOME_PI_METABOLISM,0.7241379310344828,0.0026777257312816036,-0.4040912223971193,54,1.0,False
121,REACTOME_PHOSPHOLIPID_METABOLISM,0.7777777777777778,0.027796076896108274,-0.4098181788910373,104,1.0,False
122,REACTOME_CELL_CELL_COMMUNICATION,0.02,0.2693696416958897,-0.657737281327197,40,0.9999999999672539,False
123,REACTOME_SIGNALING_BY_ACTIVIN,0.5526315789473685,-0.26312172837756015,-0.4581935776851808,6,1.0,False
124,REACTOME_G0_AND_EARLY_G1,0.9130434782608695,-0.23627325879134078,-0.23627325879134078,6,1.0,False
125,REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,0.4883720930232558,0.09966759826679145,-0.4781915834690063,36,1.0,False
126,REACTOME_METHYLATION,0.75,-0.09013395096697752,-0.33162903421233175,8,1.0,False
127,REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,0.38181818181818183,0.32434954916411907,-0.48625160133719175,6,1.0,False
128,REACTOME_AMINO_ACID_CONJUGATION,1.0,1.0,1.0,1.0,1.0,False
129,REACTOME_GLUCURONIDATION,0.7241379310344828,-0.090991267133999,-0.39017979553705007,5,1.0,False
130,REACTOME_GLUTATHIONE_CONJUGATION,0.17,0.18856681767046082,-0.5933969530484623,16,1.0,False
131,REACTOME_ELASTIC_FIBRE_FORMATION,0.0,0.516696044564012,-0.9791452377275723,12,0.0,True
132,REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,1.0,1.0,1.0,1.0,1.0,False
133,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,1.0,1.0,1.0,1.0,1.0,False
134,REACTOME_SIGNALING_BY_NOTCH,0.5,0.06693810184998136,-0.4503710293348643,25,1.0,False
135,REACTOME_TELOMERE_MAINTENANCE,1.0,-0.19821262110348023,-0.277748245305281,26,1.0,False
136,REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,0.13,-0.24000827098702363,-0.6821218108494559,15,1.0,False
137,REACTOME_METABOLISM_OF_NUCLEOTIDES,0.6363636363636364,-0.11194254954390112,-0.42473130891446315,52,1.0,False
138,REACTOME_MITOCHONDRIAL_BIOGENESIS,1.0,0.02340866326645159,-0.19046327316561676,18,1.0,False
139,REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA,0.9130434782608695,-0.24572511868377153,-0.332437313197334,28,1.0,False
140,REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,1.0,-0.23739943790776022,-0.308809480448341,34,1.0,False
141,REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,0.01,0.46040760914759615,-0.9777510066308196,10,0.99999482130114,False
142,REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,1.0,1.0,1.0,1.0,1.0,False
143,REACTOME_GAMMA_CARBOXYLATION_OF_PROTEIN_PRECURSORS,1.0,1.0,1.0,1.0,1.0,False
144,REACTOME_TRANSPORT_OF_GAMMA_CARBOXYLATED_PROTEIN_PRECURSORS_FROM_THE_ENDOPLASMIC_RETICULUM_TO_THE_GOLGI_APPARATUS,0.03,0.5539351023726897,-1.3828354492436001,3,0.9999999999999998,False
145,REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS,0.03,0.373043827770053,-1.0795340859421645,4,0.9999999999999998,False
146,REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,1.0,-0.10750494066620853,-0.199235129977919,8,1.0,False
147,REACTOME_SULFIDE_OXIDATION_TO_SULFATE,0.84,0.23438862908935434,-0.22074085849030836,3,1.0,False
148,REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,0.875,0.07977152712667882,-0.2753569130114532,5,1.0,False
149,REACTOME_SULFUR_AMINO_ACID_METABOLISM,0.75,-0.06971368851527948,-0.34002811979767444,10,1.0,False
150,REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,1.0,-0.24681013916199843,-0.24681013916199843,7,1.0,False
151,REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,0.7777777777777778,-0.0037710753244189,-0.2342883462782173,5,1.0,False
152,REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR,0.84,-0.1868452439324645,-0.1868452439324645,4,1.0,False
153,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.02,0.2784667042225171,-0.693050485420199,52,0.9999999999672539,False
154,REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,0.2,-0.0901994528287175,-0.5414234652082245,19,1.0,False
155,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,1.0,-0.03287158916075061,-0.18350283379159363,88,1.0,False
156,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,1.0,0.07904267140665187,-0.14432627438719414,12,1.0,False
157,REACTOME_MACROAUTOPHAGY,1.0,-0.21371248928800904,-0.29897435278626444,86,1.0,False
158,REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,0.5675675675675675,0.02558543447735234,-0.302318166762331,3,1.0,False
159,REACTOME_TRIGLYCERIDE_CATABOLISM,0.04,-0.5053436243639212,-0.8929023438476976,4,1.0,False
160,REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY,1.0,1.0,1.0,1.0,1.0,False
161,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,0.03,0.4855613933765617,-0.7158589135997465,33,0.9999999999999998,False
162,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,0.23076923076923078,0.07476699946955095,-0.5805040627791778,14,1.0,False
163,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,0.525,0.033603456113753837,-0.449863022889203,18,1.0,False
164,REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,0.3181818181818182,0.027132663831548505,-0.5570190408813981,16,1.0,False
165,REACTOME_CELL_CYCLE,1.0,-0.19322389372206836,-0.3284691051901423,340,1.0,False
166,REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,0.8076923076923077,0.02558543447735234,-0.302318166762331,3,1.0,False
167,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.0,0.3775195413042702,-0.9458887579484787,16,0.0,True
168,REACTOME_MTOR_SIGNALLING,1.0,-0.08088360644500306,-0.21032641581976178,29,1.0,False
169,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,0.7777777777777778,-0.1980139398720897,-0.2936891298687248,7,1.0,False
170,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,1.0,-0.051143192414911755,-0.32444860006238957,79,1.0,False
171,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,0.6176470588235294,0.08360572143840561,-0.4095901934710803,33,1.0,False
172,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,1.0,-0.20822177768730557,-0.22323145175885886,14,1.0,False
173,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,0.8076923076923077,-0.04378587774045433,-0.30085952072003164,14,1.0,False
174,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,0.5384615384615384,-0.2909901327004108,-0.39746577054045723,10,1.0,False
175,REACTOME_MYD88_MAL_TIRAP_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,1.0,-0.10146478125046818,-0.31843162408313275,57,1.0,False
176,REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,0.40384615384615385,-0.2696819466062135,-0.4510042238026422,16,1.0,False
177,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,0.7,0.11900292485643382,-0.42801878673018845,21,1.0,False
178,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,1.0,-0.08759770232910238,-0.2934279715385257,68,1.0,False
179,REACTOME_MITOCHONDRIAL_UNCOUPLING,1.0,1.0,1.0,1.0,1.0,False
180,REACTOME_MTORC1_MEDIATED_SIGNALLING,1.0,-0.07189639543109141,-0.19481600636112453,18,1.0,False
181,REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES,0.19,0.16689393376425304,-0.6212386469560269,4,1.0,False
182,REACTOME_SIGNALING_BY_NTRKS,0.9545454545454546,-0.1665499785939028,-0.32689530265809286,47,1.0,False
183,REACTOME_COMPLEMENT_CASCADE,0.2876712328767123,0.23309359188193637,-0.5277138217556586,11,1.0,False
184,REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION,1.0,1.0,1.0,1.0,1.0,False
185,REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,0.2625,0.6250698158207354,-0.5704846913240565,7,1.0,False
186,REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT,1.0,1.0,1.0,1.0,1.0,False
187,REACTOME_SIGNALLING_TO_RAS,0.7777777777777778,-0.0714794867787587,-0.3556733600007421,7,1.0,False
188,REACTOME_THE_FATTY_ACID_CYCLING_MODEL,1.0,1.0,1.0,1.0,1.0,False
189,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,0.65625,0.23316738321373373,-0.37725743468956574,10,1.0,False
190,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,1.0,-0.08115739268525962,-0.31857305178718165,66,1.0,False
191,REACTOME_INNATE_IMMUNE_SYSTEM,0.7,0.04803120980793285,-0.4424518858491296,565,1.0,False
192,REACTOME_IMMUNE_SYSTEM,0.28378378378378377,0.08762743525573835,-0.4747223245939533,926,1.0,False
193,REACTOME_NOD1_2_SIGNALING_PATHWAY,0.9130434782608695,0.04468676739633829,-0.3682058554225354,25,1.0,False
194,REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,0.7777777777777778,0.020972698283341532,-0.3879674809462542,38,1.0,False
195,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,1.0,-0.03106671750626642,-0.33791501928845796,98,1.0,False
196,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,1.0,-0.04113666358182377,-0.2840701749748423,26,1.0,False
197,REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,1.0,-0.057291342543821115,-0.13872332353911848,9,1.0,False
198,REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,1.0,1.0,1.0,1.0,1.0,False
